product_name	chunks	result
Ballerines Belle Vivier	ballerines,belle vivier	ballerines 如:
Ballerines Bow Tie	ballerines bow,tie	ballerines bow tie
Ballerines Brigitte en cuir verni	ballerines brigitte,en cuir verni	ballerines brigitte green leather
Ballerines Camille	ballerines,camille	ballerines  camera
Ballerines Carla	ballerines,carla	ballerines carla
Ballerines Cendrillon	ballerines,cendrillon	ballerines 例如:
Ballerines Cloe	ballerines,cloe	ballerines cloe
Ballerines Dash	ballerines,dash	ballerines dash
Ballerines En Filet Et Cuir 	ballerines,en filet,et cuir	ballerines en filet and leather
Ballerines Flamenco	ballerines flamenco	ballerines flamenco
Ballerines Flo	ballerines,flo	ballerines flo
Ballerines Gala	ballerines gala	ballerines gala
Ballerines Gommetine en cuir souple	ballerines,gommetine en cuir souple	ballerines 柔性 leather gum
Ballerines Gommettine	ballerines,gommettine	ballerines 糖
Ballerines Gommettine Ball	ballerines,gommettine ball	ballerines 例如:
Ballerines Ida	ballerines ida	ballerines ida
Ballerines Lauren	ballerines,lauren	ballerines lauren
Ballerines Lili	ballerines,lili	ballerines lili
Ballerines Lou	ballerines,lou	ballerines lou
Ballerines Pixie	ballerines,pixie	ballerines pixie
Ballerines Sansa	ballerines sansa	ballerines sansa
Ballerines Sin Flower Strass	ballerines sin,flower strass	ballerines sin flower strass
Ballerines Slingback Gommettine Net Boucle Laquée en Tissu	ballerines slingback,gommettine net boucle,laquée en tissu	ballerines slingback 网球糖 织物
Ballerines Tabi	ballerines,tabi	ballerines tabi
Ballerines en cuir	ballerines,en cuir	ballerines leather
Ballerines en cuir suédé	ballerines,en cuir suédé	ballerines sued leather
Ballerines slingback Shiny Kid	ballerines,slingback shiny kid	ballerines slingback shiny kid
Ballerines slingback en cuir	ballerines,slingback en cuir	ballerines  leather slingback
Balmain x Barbie - Blouson en nylon	balmain,x barbie,- blouson,en nylon	balmain x barbie  blouson en nylon
Balmain x Barbie - Jean coupe boyfriend	balmain,x barbie,- jean,coupe,boyfriend	balmain x barbie  jean coupe boyfriend
Balmain x Barbie - Pantalon de jogging en nylon et	balmain,x barbie,- pantalon,de jogging,en nylon,et	balmain x barbie  pantalon jogging en nylon et
Balmain x Barbie - Veste courte en denim	balmain,x barbie,- veste courte,en denim	balmain x barbie  veste courte denim
Balmain x Barbie - Veste de blazer en crêpe 	balmain,x barbie,- veste,de blazer,en crêpe	balmain x barbie  veste de blazer crêpe
Banane Skano	banane skano	banane skano
Bandeau	bandeau	bandeau
Bandeau Bradley	bandeau,bradley	bandeau bradley
Bandeau Cloche Celine Feutre	bandeau cloche,celine,feutre	钟 band celine fire
Bandeau Pinup	bandeau,pinup	bandeau pinup
Bandeau Rapunzel	bandeau rapunzel	rhinoceros
Bandeau Show	bandeau,show	bandeau show
Bandeau en tricot	bandeau,en tricot	bandeau en tricot
Bandoulière Anagram	bandoulière,anagram	?? anagram
Bandoulière ajustable avec anneau	bandoulière ajustable,avec anneau	可调整的轮廓 with ring
Bandoulière avec anneau	bandoulière avec anneau	带有环
Bandoulière de sac	bandoulière,de sac	?? de sac
Bandoulière fine MJ Graphic	bandoulière fine,mj graphic	 fine band mj graphic
Baozi Raffia	baozi raffia	baozi raffia
Bas Bikini Triomphe Jersey Mat	bas bikini,triomphe jersey mat	bas bikini triomphe jersey mat
Bas Maillot  Jersey Mat	bas maillot,jersey,mat	bas maillot jersey mat
Bas bikini Triomphe jersey mat	bas bikini,triomphe jersey mat	bas bikini triomphe jersey mat
Bas de Bikini avec Bordure Greca	bas de bikini,avec bordure,greca	 bikini bottom with border greca
Bas de bikini	bas de bikini	 bikini bottom
Bas de bikini (Placée)	bas de bikini,(placée)	 bikini bottom (placed)
Bas de bikini Barocco	bas de bikini barocco	巴洛克 bikini bottom
Bas de bikini Boy	bas de bikini boy	男士 bikini bottom
Bas de bikini Brief	bas de bikini brief	短裙
Bas de bikini Butterfly	bas de bikini butterfly	贝基底 butterfly
Bas de bikini Caipirinha	bas de bikini,caipirinha	 bikini bottom caipirinha
Bas de bikini Cavale	bas de bikini cavale	牛仔比基尼
Bas de bikini Conquete	bas de bikini conquete	比基尼的底部征服
Bas de bikini Cyane	bas de bikini cyane	 cyan bikini bottom
Bas de bikini Divinite	bas de bikini,divinite	 bikini bottom divinite
Bas de bikini Fripon	bas de bikini,fripon	 bikini bottom fripon
Bas de bikini Fruit Dream	bas de bikini,fruit dream	 bikini bottom fruit dream
Bas de bikini Giga	bas de bikini,giga	 bikini bottom giga
Bas de bikini Gredin	bas de bikini gredin	 Gredin bikini bottom
Bas de bikini Hasard Back	bas de bikini,hasard back	 bikini bottom hasard back
Bas de bikini Liege	bas de bikini liege	连衣裙
Bas de bikini Malou	bas de bikini malou	很小的睡衣
Bas de bikini Moussaillon	bas de bikini moussaillon	毛皮 bikini bottom
Bas de bikini Olympic	bas de bikini olympic	Olympic bikini bottom
Bas de bikini Orge	bas de bikini orge	金鱼 bikini bottom
Bas de bikini Palmares	bas de bikini palmares	棕色 bikini bottom
Bas de bikini Patine	bas de bikini patine	沙滩 bikini bottom
Bas de bikini Plongeon	bas de bikini plongeon	 swimsuit bottom
Bas de bikini Ponza	bas de bikini ponza	波nza bikini bottom
Bas de bikini Pulple	bas de bikini pulple	牛仔比基尼
Bas de bikini Riza	bas de bikini riza	下衣 riza
Bas de bikini Round Back	bas de bikini round,back	牛仔裤 back
Bas de bikini Scarlett	bas de bikini scarlett	 scarlett bikini bottom
Bas de bikini String	bas de bikini string	短裤 短裤
Bas de bikini Trimaran	bas de bikini trimaran	海底水泳裤
Bas de bikini culotte midi	bas de bikini,culotte,midi	 bikini bottom culotte midi
Bas de maillot de bain	bas de maillot,de bain	下衣 bath
Bas de maillot de bain Monogram Ombré	bas de maillot,de bain,monogram ombré	下衣 bath 复数
Bas de maillot de bain Surf	bas de maillot,de bain,surf	下衣 bath surf
Bas de maillot de bain avec lacets	bas de maillot,de bain,avec lacets	下衣 bath 用刀
Bas de maillot de bain taille basse	bas de maillot,de bain,taille basse	下衣 bath 低
Bas de maillot de bain taille haute	bas de maillot,de bain,taille haute	下衣 bath 例如:
Bas de maillot de bain tanga	bas de maillot,de bain,tanga	下衣 bath tanga
Bas de maillot de bain à nouettes	bas de maillot,de bain,à nouettes	下衣 bath 例如:
Bas de maillot taille basse	bas de maillot,taille basse	下衣 低
Bas de maillot taille régulière	bas de maillot,taille régulière	下衣 常量
Bas maillot triomphe jersey mat	bas maillot,triomphe jersey mat	bas maillot triomphe jersey mat
Bas à froufrous	bas à froufrous	低气压
Baskers Fondo Sportivo en cuir	baskers fondo sportivo en cuir	baskers fondo sportivo en cuir
Basket GEOBASKET	basket geobasket	basket geobasket
Basket Genesis Stripe Red Bird	basket genesis,stripe,red bird	basket genesis stripe red bird
Basket LOW SNEAKS	basket,low,sneaks	basket low sneaks
Basket Veja x Marni V15	basket,veja,x marni v15	basket veja 星期三 v v15
Basket basse Catfish	basket basse,catfish	basket basse catfish
Basket de randonnée	basket,de randonnée	basket 例如:
Basket de randonnée pour homme	basket,de randonnée,pour homme	basket 例如: 男子
Basket en cuir	basket,en cuir	basket leather
Basket en cuir de veau	basket,en cuir,de veau	basket leather veal
Basket en cuir de veau lisse	basket,en cuir,de veau lisse	basket leather smooth veal
Basket montante Dice Hi	basket montante,dice,hi	basket montante 例如: hi
Basket taille basse GOOEY en cuir vernis	basket,taille,basse gooey en cuir,vernis	basket size  leather low gooey vernis
Baskets	baskets	baskets
Baskets B-Court en canvas imprimé logo Balmain	baskets,b,-court en canvas imprimé logo balmain	baskets b court en canvas imprimé logo balmain
Baskets B-Court en canvas monogramme	baskets,b,-court en canvas monogramme	baskets b court en canvas monogramme
Baskets B-Court en cuir	baskets,b,-court en cuir	baskets b court en cuir
Baskets B-Court en cuir blanc imprimé graffiti	baskets,b,-court en cuir blanc,imprimé graffiti	baskets b court en cuir blanc printed graffiti
Baskets B-Court en cuir de veau	baskets,b,-court en cuir,de veau	baskets b court en cuir veal
Baskets B-Court en cuir de veau et cuir	baskets,b,-court en cuir,de veau,et cuir	baskets b court en cuir veal and leather
Baskets B-Court en cuir de veau et néoprène	baskets,b,-court en cuir,de veau,et néoprène	baskets b court en cuir veal , 以及
Baskets B-Court en cuir embossé monogramme	baskets,b,-court en cuir,embossé monogramme	baskets b court en cuir embossed monogramme
Baskets B-Court en cuir lisse	baskets,b,-court en cuir lisse	baskets b court en cuir lisse
Baskets B-Court en jacquard monogramme et	baskets,b,-court en jacquard monogramme,et	baskets b court en jacquard monogramme et
Baskets B-Court en néoprène embossé monogramme	baskets,b,-court en néoprène,embossé monogramme	baskets b court en néoprène embossed monogramme
Baskets B-Court en suède embossé monogramme Balmain	baskets,b,-court en suède,embossé monogramme balmain	baskets b court en suède 波兰单体
Baskets B-Court en velours	baskets,b,-court en velours	baskets b 短毛皮
Baskets B-Runner en cuir gommeux et mesh	baskets,b,-runner,en cuir gommeux,et mesh	baskets b runner gum leather et mesh
Baskets B-Runner en matière réfléchissante et mesh	baskets,b,-runner,en matière réfléchissante,et mesh	baskets b runner in the field of et mesh
Baskets B-Skate en cuir de veau et suède	baskets,b,-skate,en cuir,de veau,et suède	baskets b skate leather veal 及瑞典
Baskets B-Skate en cuir et suède	baskets,b,-skate,en cuir,et suède	baskets b skate leather 及瑞典
Baskets B-Skate en cuir et suèdes	baskets,b,-skate,en cuir,et suèdes	baskets b skate leather 和瑞典
Baskets Ball Star	baskets ball,star	baskets ball star
Baskets Catfish Lo	baskets catfish,lo	baskets catfish lo
Baskets Chain Reaction	baskets,chain reaction	baskets chain reaction
Baskets Clean 360 sans lacets	baskets clean,360 sans lacets	baskets clean  sans lacets 360
Baskets Clean 90	baskets clean,90	baskets clean  90
Baskets Clean 90 Bee Bird	baskets clean,90 bee bird	baskets clean  bee bird 90
Baskets Clean 90 Bee Birds	baskets clean,90 bee birds	baskets clean  bee birds 90
Baskets Clean 90 Contrast	baskets clean,90 contrast	baskets clean  contrast 90
Baskets Clean 90 Stripe Bee Bird	baskets clean 90 stripe bee bird	baskets clean  stripe bee bird 90
Baskets Clean 90 Suede en daim	baskets clean,90 suede,en daim	baskets clean  suede 如: 90
Baskets Clean 90 Tape Bee Bird	baskets clean,90 tape bee bird	baskets clean  tape bee bird 90
Baskets Clean 90 Triple	baskets clean,90 triple	baskets clean  triple 90
Baskets Clean 90 Triple Animal	baskets clean,90 triple animal	baskets clean  triple animal 90
Baskets Clean 90 Triple Bee Bird	baskets clean,90 triple bee bird	baskets clean  triple bee bird 90
Baskets Clean 90 Triple Bee Birds	baskets clean,90 triple bee birds	baskets clean  triple bee birds 90
Baskets Clean 90 Vegan	baskets clean,90 vegan	baskets clean  vegan 90
Baskets Diamond Light en cuir d'agneau	baskets,diamond,light en cuir,d'agneau	baskets diamond  leather light d'agneau
Baskets Fly Bock	baskets,fly bock	baskets fly bock
Baskets Francy Classic	baskets francy,classic	例如: classic
Baskets Genesis	baskets genesis	baskets genesis
Baskets Genesis Vintage	baskets genesis,vintage	baskets genesis vintage
Baskets Genesis Vintage Runner	baskets genesis,vintage runner	baskets genesis vintage runner
Baskets Hi Star Classic avec liste	baskets,hi star,classic avec liste	baskets hi star  classic with list
Baskets Laguna	baskets laguna	baskets laguna
Baskets Mid Star	baskets,mid star	baskets mid star
Baskets Mid Star Classic	baskets,mid star,classic	baskets mid star classic
Baskets Modular Walk	baskets,modular walk	baskets modular walk
Baskets My Wind	baskets,my,wind	baskets my wind
Baskets Neue York Low Top	baskets,neue york low,top	baskets neue york low top
Baskets Nuages	baskets nuages	baskets nuages
Baskets Odessa Canvas	baskets,odessa,canvas	baskets odessa 例如:
Baskets Old School	baskets old,school	baskets old school
Baskets Old School Classic avec renfort au talon	baskets old,school classic,avec renfort,au talon	baskets old school classic 加强 in the heel
Baskets Orbit	baskets orbit	baskets orbit
Baskets Platform	baskets platform	baskets platform
Baskets RWB Runner	baskets,rwb runner	baskets rwb runner
Baskets Running Dad	baskets,running dad	baskets running dad
Baskets Running Sole	baskets,running,sole	baskets running sole
Baskets SIDNEY	baskets sidney	baskets sidney
Baskets Sky-Star	baskets,sky,-,star	baskets sky  star
Baskets Slide Classic	baskets,slide classic	baskets slide classic
Baskets Slide Double Quarter	baskets,slide double quarter	baskets 例如:
Baskets Stardan	baskets stardan	baskets stardan
Baskets Super-Star	baskets,super-star	baskets superstar
Baskets Super-Star Classic avec liste	baskets,super-star,classic avec liste	baskets superstar  classic with list
Baskets Super-Star Classic avec renfort au talon	baskets,super-star,classic avec renfort,au talon	baskets superstar  classic with strength in the heel
Baskets Super-Star Double Quarter avec liste	baskets,super-star double quarter avec liste	baskets  superstar double quarter with list
Baskets Super-Star Penstar Classic avec liste	baskets super-star penstar,classic avec liste	baskets superstar penstar  classic with list
Baskets Super-Star Skat Con Toppa Esterna	baskets,super-star,skat con toppa esterna	baskets superstar skat con toppa esterna
Baskets Super-Star Skate	baskets,super-star,skate	baskets superstar skate
Baskets VejaxMarni V10	baskets vejaxmarni,v10	baskets vejaxmarni v v10
Baskets Winter Nuage	baskets,winter nuage	baskets winter nuage
Baskets basses	baskets basses	baskets basses
Baskets basses B-Bold	baskets basses,b-bold	baskets basses bbold
Baskets basses B-Bold en cuir	baskets basses,b-bold en cuir	baskets basses  leather bbold
Baskets basses B-Bold en cuir et néoprène	baskets basses,b-bold en cuir,et néoprène	baskets basses  leather bbold , 以及
Baskets basses B-Bold en cuir et suède	baskets basses,b-bold en cuir,et suède	baskets basses  leather bbold 及瑞典
Baskets basses B-Bold en cuir, métal et suède	baskets basses,b-bold en cuir,, métal,et suède	baskets basses  leather bbold  金属 及瑞典
Baskets basses B-Bold en cuir, néoprène et suède	baskets basses,b-bold en cuir,, néoprène et suède	baskets basses  leather bbold  尼泊尔和瑞典
Baskets basses B-Bold en velours	baskets basses,b-bold en velours	baskets basses bbold en velours
Baskets basses B-Bold à strap en cuir et maille et	baskets basses,b-bold,à strap,en cuir,et maille,et	baskets basses bbold à strap leather 及毛利 et
Baskets basses Dice Lo	baskets basses,dice,lo	baskets basses 例如: lo
Baskets basses Racer en velours, nylon et mesh	baskets basses,racer en velours,, nylon,et mesh	baskets basses  velours racer   nylon et mesh
Baskets basses Unicorn en néoprène et cuir	baskets basses,unicorn en néoprène,et cuir	baskets basses 无氧单元 and leather
Baskets basses Unicorn en néoprène et cuir noires	baskets basses,unicorn en néoprène,et cuir,noires	baskets basses 无氧单元 and leather 黑
Baskets basses en cuir et toile Bubble	baskets basses,en cuir,et toile,bubble	baskets basses leather et toile bubble
Baskets basses en cuir lisse	baskets basses,en cuir lisse	baskets basses smooth leather
Baskets de course Marathon	baskets,de course,marathon	baskets de course marathon
Baskets en cuir brossé	baskets,en cuir,brossé	baskets leather  broken
Baskets en toile Eco Court	baskets,en toile,eco,court	baskets 图案 eco court
Baskets low-top	baskets,low,-,top	baskets low  top
Baskets montantes	baskets montantes	球面 basketball
Baskets montantes B-Bold	baskets montantes,b-bold	球面 basketball bbold
Baskets montantes B-Bold en maille bicolores	baskets montantes,b-bold en maille bicolores	球面 basketball 双色球布
Baskets montantes B-Bold à strap en suède et maille	baskets montantes,b-bold,à strap,en suède,et maille	球面 basketball bbold à strap Sweden 及毛利
Baskets montantes B-Bold à straps en maille	baskets montantes,b-bold à straps,en maille	球面 basketball  straps bbold 例如:
Baskets montantes B-Bold à straps en néoprène et maille 	baskets montantes,b-bold à straps,en néoprène,et maille	球面 basketball  straps bbold Neoprene 及毛利
