product_name	chunks	result
Bagues Fendi First	bagues fendi,first	芬迪环 第一
Bagues Wave Laquées	bagues,wave laquées	运动衫熊 浪花上漆
Baguette	baguette	姜。
Baguette 1997	baguette,1997	姜。  1997
Baguette Large	baguette large	宽长棍面包
Baguette Snap	baguette,snap	姜。 折断
Baguette Soft Trunk	baguette soft,trunk	软长棍面包 树干
Baguette Vintage Leather	baguette vintage,leather	复古法棍 皮革的。
Baja Jacquard Artiste Laine Côtelée	baja,jacquard artiste laine,côtelée	♪运动鞋踩着光滑的♪ jacquard artiste laine côtelée
Baja Manches Courtes Triomphe Laine	baja,manches courtes,triomphe laine	♪运动鞋踩着光滑的♪ 短袖 triomphe laine
Baja Plage Tweed Rayure Celine	baja,plage,tweed rayure celine	♪运动鞋踩着光滑的♪ plage Aline航空公司
Balbina doublure Alpaga	balbina doublure,alpaga	巴尔比纳衬里 羊驼
Ballerine Alexandra	ballerine alexandra	芭蕾舞演员亚历山德拉
Ballerine Capucine	ballerine capucine	黎塞留·保罗
Ballerine chouchou	ballerine,chouchou	芭蕾舞演员 甜
Ballerine en nylon à bout pointu	ballerine,en nylon,à bout pointu	芭蕾舞演员 尼龙的 具有点-端
Ballerine À Lacets Les Ballerines Celine 	ballerine,à lacets,les ballerines,celine	芭蕾舞演员 à lacets les ballerines 席琳
Ballerine À Lacets Les Ballerines Celine Glitter	ballerine,à lacets,les ballerines,celine,glitter	芭蕾舞演员 à lacets les ballerines 席琳 亮片
Ballerine À Perles Les Ballerines Celine Agneau	ballerine,à perles,les ballerines,celine,agneau	芭蕾舞演员 珍珠 les ballerines 席琳 羊肉
Ballerines	ballerines	芭蕾舞演员
Ballerines Ade	ballerines,ade	芭蕾舞演员 阿德
Ballerines Alina	ballerines,alina	芭蕾舞演员 艾丽娜
Ballerines Ariana	ballerines,ariana	芭蕾舞演员 阿丽亚娜
Ballerines Ava	ballerines,ava	芭蕾舞演员 休斯顿麻棉弹力裤
Ballerines Belle Vivier	ballerines,belle vivier	芭蕾舞演员 泳池真不错。
Ballerines Bow Tie	ballerines bow,tie	芭蕾舞演员弓 羊毛衫保龄球
Ballerines Brigitte en cuir verni	ballerines brigitte,en cuir verni	芭蕾舞演员布里吉特 涂清漆的皮革
Ballerines Camille	ballerines,camille	芭蕾舞演员 卡米尔
Ballerines Carla	ballerines,carla	芭蕾舞演员 卡拉
Ballerines Cendrillon	ballerines,cendrillon	芭蕾舞演员 cendrillon
Ballerines Cloe	ballerines,cloe	芭蕾舞演员 克罗
Ballerines Dash	ballerines,dash	芭蕾舞演员 破折号
Ballerines En Filet Et Cuir 	ballerines,en filet,et cuir	芭蕾舞演员 网络 和皮革
Ballerines Flamenco	ballerines flamenco	*
Ballerines Flo	ballerines,flo	芭蕾舞演员 弗洛
Ballerines Gala	ballerines gala	芭蕾舞演员晚会
Ballerines Gommetine en cuir souple	ballerines,gommetine en cuir souple	芭蕾舞演员 软皮Gommetine
Ballerines Gommettine	ballerines,gommettine	芭蕾舞演员 缝合结束时打开
Ballerines Gommettine Ball	ballerines,gommettine ball	芭蕾舞演员 Gommettin球
Ballerines Ida	ballerines ida	国际芭蕾舞协会
Ballerines Lauren	ballerines,lauren	芭蕾舞演员 lauren
Ballerines Lili	ballerines,lili	芭蕾舞演员 鞋子。
Ballerines Lou	ballerines,lou	芭蕾舞演员 日志
Ballerines Pixie	ballerines,pixie	芭蕾舞演员 精灵
Ballerines Sansa	ballerines sansa	芭蕾舞演员珊莎
Ballerines Sin Flower Strass	ballerines sin,flower strass	芭蕾舞演员的罪过 花街
Ballerines Slingback Gommettine Net Boucle Laquée en Tissu	ballerines slingback,gommettine net boucle,laquée en tissu	芭蕾舞演员系带鞋 Gommettle网环 漆布
Ballerines Tabi	ballerines,tabi	芭蕾舞演员 Tabi
Ballerines en cuir	ballerines,en cuir	芭蕾舞演员 皮革的
Ballerines en cuir suédé	ballerines,en cuir suédé	芭蕾舞演员 小山羊皮
Ballerines slingback Shiny Kid	ballerines,slingback shiny kid	芭蕾舞演员 slingback shiny kid
Ballerines slingback en cuir	ballerines,slingback en cuir	芭蕾舞演员 slingback en cuir
Balmain x Barbie - Blouson en nylon	balmain,x barbie,- blouson,en nylon	赛格拉斯 x barbie  blouson 尼龙的
Balmain x Barbie - Jean coupe boyfriend	balmain,x barbie,- jean,coupe,boyfriend	赛格拉斯 x barbie  jean 切 ♪男友♪
Balmain x Barbie - Pantalon de jogging en nylon et	balmain,x barbie,- pantalon,de jogging,en nylon,et	赛格拉斯 x barbie  pantalon 在府绸弹力中 尼龙的 和
Balmain x Barbie - Veste courte en denim	balmain,x barbie,- veste courte,en denim	赛格拉斯 x barbie  veste courte en denim
Balmain x Barbie - Veste de blazer en crêpe 	balmain,x barbie,- veste,de blazer,en crêpe	赛格拉斯 x barbie  veste de blazer en crêpe
Banane Skano	banane skano	banane skano
Bandeau	bandeau	头巾
Bandeau Bradley	bandeau,bradley	头巾 凯特。
Bandeau Cloche Celine Feutre	bandeau cloche,celine,feutre	钟形带 席琳 毛毡
Bandeau Pinup	bandeau,pinup	头巾 广告宣传
Bandeau Rapunzel	bandeau rapunzel	bandeau rapunzel
Bandeau Show	bandeau,show	头巾 拉里项链
Bandeau en tricot	bandeau,en tricot	头巾 穿着金属运动衫
Bandoulière Anagram	bandoulière,anagram	宽松的裤子 字谜
Bandoulière ajustable avec anneau	bandoulière ajustable,avec anneau	可调肩带 带戒指
Bandoulière avec anneau	bandoulière avec anneau	带戒指的肩带
Bandoulière de sac	bandoulière,de sac	宽松的裤子 袋的数量
Bandoulière fine MJ Graphic	bandoulière fine,mj graphic	精致肩带 MJ图形
Baozi Raffia	baozi raffia	包子拉菲亚
Bas Bikini Triomphe Jersey Mat	bas bikini,triomphe jersey mat	比基尼底裤 ♪凯旋牌球衣垫子♪
Bas Maillot  Jersey Mat	bas maillot,jersey,mat	鞋底球衣 jersey 垫子
Bas bikini Triomphe jersey mat	bas bikini,triomphe jersey mat	比基尼底裤 ♪凯旋牌球衣垫子♪
Bas de Bikini avec Bordure Greca	bas de bikini,avec bordure,greca	比基尼长袜 带边框 A/
Bas de bikini	bas de bikini	比基尼长袜
Bas de bikini (Placée)	bas de bikini,(placée)	比基尼长袜 (placée)
Bas de bikini Barocco	bas de bikini barocco	Barocco比基尼长袜
Bas de bikini Boy	bas de bikini boy	比基尼男孩长袜
Bas de bikini Brief	bas de bikini brief	比基尼泳裤简介
Bas de bikini Butterfly	bas de bikini butterfly	比基尼蝴蝶袜
Bas de bikini Caipirinha	bas de bikini,caipirinha	比基尼长袜 Caipirinha
Bas de bikini Cavale	bas de bikini cavale	比基尼长袜
Bas de bikini Conquete	bas de bikini conquete	比基尼比基尼底裤
Bas de bikini Cyane	bas de bikini cyane	青色比基尼长袜
Bas de bikini Divinite	bas de bikini,divinite	比基尼长袜 透辉石
Bas de bikini Fripon	bas de bikini,fripon	比基尼长袜 无赖
Bas de bikini Fruit Dream	bas de bikini,fruit dream	比基尼长袜 水果梦
Bas de bikini Giga	bas de bikini,giga	比基尼长袜 吉加
Bas de bikini Gredin	bas de bikini gredin	敖德萨
Bas de bikini Hasard Back	bas de bikini,hasard back	比基尼长袜 机会回来了
Bas de bikini Liege	bas de bikini liege	切罗基人
Bas de bikini Malou	bas de bikini malou	月杆
Bas de bikini Moussaillon	bas de bikini moussaillon	bas de bikini moussaillon
Bas de bikini Olympic	bas de bikini olympic	奥运比基尼长袜
Bas de bikini Orge	bas de bikini orge	bas de bikini orge
Bas de bikini Palmares	bas de bikini palmares	比基尼棕榈丝袜
Bas de bikini Patine	bas de bikini patine	bas de bikini patine
Bas de bikini Plongeon	bas de bikini plongeon	比基尼潜水
Bas de bikini Ponza	bas de bikini ponza	比基尼Ponza长袜
Bas de bikini Pulple	bas de bikini pulple	毛绒比基尼长袜
Bas de bikini Riza	bas de bikini riza	bas de bikini riza
Bas de bikini Round Back	bas de bikini round,back	比基尼圆底 背
Bas de bikini Scarlett	bas de bikini scarlett	引导方式
Bas de bikini String	bas de bikini string	V
Bas de bikini Trimaran	bas de bikini trimaran	比基尼三体长统袜
Bas de bikini culotte midi	bas de bikini,culotte,midi	比基尼长袜 culotte 帕图包
Bas de maillot de bain	bas de maillot,de bain	泳装长袜 de bain
Bas de maillot de bain Monogram Ombré	bas de maillot,de bain,monogram ombré	泳装长袜 de bain 灰色字母表
Bas de maillot de bain Surf	bas de maillot,de bain,surf	泳装长袜 de bain 和服提花
Bas de maillot de bain avec lacets	bas de maillot,de bain,avec lacets	泳装长袜 de bain avec lacets
Bas de maillot de bain taille basse	bas de maillot,de bain,taille basse	泳装长袜 de bain 小尺寸
Bas de maillot de bain taille haute	bas de maillot,de bain,taille haute	泳装长袜 de bain 大尺寸
Bas de maillot de bain tanga	bas de maillot,de bain,tanga	泳装长袜 de bain tanga
Bas de maillot de bain à nouettes	bas de maillot,de bain,à nouettes	泳装长袜 de bain 配上面条
Bas de maillot taille basse	bas de maillot,taille basse	泳装长袜 小尺寸
Bas de maillot taille régulière	bas de maillot,taille régulière	泳装长袜 常规大小
Bas maillot triomphe jersey mat	bas maillot,triomphe jersey mat	鞋底球衣 ♪凯旋牌球衣垫子♪
Bas à froufrous	bas à froufrous	砂锅状丝袜
Baskers Fondo Sportivo en cuir	baskers fondo sportivo en cuir	baskers fondo sportivo en cuir
Basket GEOBASKET	basket geobasket	金刚鹦鹉
Basket Genesis Stripe Red Bird	basket genesis,stripe,red bird	《创世纪》篮子 条带 red bird
Basket LOW SNEAKS	basket,low,sneaks	蓝球 low 华伦天奴·加拉瓦尼肩包
Basket Veja x Marni V15	basket,veja,x marni v15	蓝球 veja X Marni v v15
Basket basse Catfish	basket basse,catfish	神田环 catfish
Basket de randonnée	basket,de randonnée	蓝球 de randonnée
Basket de randonnée pour homme	basket,de randonnée,pour homme	蓝球 de randonnée 对男士来说
Basket en cuir	basket,en cuir	蓝球 皮革的
Basket en cuir de veau	basket,en cuir,de veau	蓝球 皮革的 一头小牛
Basket en cuir de veau lisse	basket,en cuir,de veau lisse	蓝球 皮革的 光滑的小牛肉
Basket montante Dice Hi	basket montante,dice,hi	上升篮筐 G银牌 hi
Basket taille basse GOOEY en cuir vernis	basket,taille,basse gooey en cuir,vernis	蓝球 大小 皮革粘性鳕鱼 清漆
Baskets	baskets	篮子
Baskets B-Court en canvas imprimé logo Balmain	baskets,b,-court en canvas imprimé logo balmain	篮子 B类 court en canvas imprimé logo balmain
Baskets B-Court en canvas monogramme	baskets,b,-court en canvas monogramme	篮子 B类 court en canvas monogramme
Baskets B-Court en cuir	baskets,b,-court en cuir	篮子 B类 court en cuir
Baskets B-Court en cuir blanc imprimé graffiti	baskets,b,-court en cuir blanc,imprimé graffiti	篮子 B类 court en cuir blanc imprimé graffiti
Baskets B-Court en cuir de veau	baskets,b,-court en cuir,de veau	篮子 B类 court en cuir 一头小牛
Baskets B-Court en cuir de veau et cuir	baskets,b,-court en cuir,de veau,et cuir	篮子 B类 court en cuir 一头小牛 和皮革
Baskets B-Court en cuir de veau et néoprène	baskets,b,-court en cuir,de veau,et néoprène	篮子 B类 court en cuir 一头小牛 和氯丁橡胶
Baskets B-Court en cuir embossé monogramme	baskets,b,-court en cuir,embossé monogramme	篮子 B类 court en cuir 费伊
Baskets B-Court en cuir lisse	baskets,b,-court en cuir lisse	篮子 B类 court en cuir lisse
Baskets B-Court en jacquard monogramme et	baskets,b,-court en jacquard monogramme,et	篮子 B类 court en jacquard monogramme 和
Baskets B-Court en néoprène embossé monogramme	baskets,b,-court en néoprène,embossé monogramme	篮子 B类 court en néoprène 费伊
Baskets B-Court en suède embossé monogramme Balmain	baskets,b,-court en suède,embossé monogramme balmain	篮子 B类 court en suède 浮雕巴尔曼字母
Baskets B-Court en velours	baskets,b,-court en velours	篮子 B类 天鹅绒庭院
Baskets B-Runner en cuir gommeux et mesh	baskets,b,-runner,en cuir gommeux,et mesh	篮子 B类 转轮 橡胶皮革的 和网状结构
Baskets B-Runner en matière réfléchissante et mesh	baskets,b,-runner,en matière réfléchissante,et mesh	篮子 B类 转轮 在反思的问题上 和网状结构
Baskets B-Skate en cuir de veau et suède	baskets,b,-skate,en cuir,de veau,et suède	篮子 B类 溜冰 皮革的 一头小牛 和瑞典
Baskets B-Skate en cuir et suède	baskets,b,-skate,en cuir,et suède	篮子 B类 溜冰 皮革的 和瑞典
Baskets B-Skate en cuir et suèdes	baskets,b,-skate,en cuir,et suèdes	篮子 B类 溜冰 皮革的 满头大汗
Baskets Ball Star	baskets ball,star	篮筐球 star
Baskets Catfish Lo	baskets catfish,lo	鲶鱼运动鞋 日志
Baskets Chain Reaction	baskets,chain reaction	篮子 连锁反应
Baskets Clean 360 sans lacets	baskets clean,360 sans lacets	baskets clean  sans lacets 360
Baskets Clean 90	baskets clean,90	baskets clean  90
Baskets Clean 90 Bee Bird	baskets clean,90 bee bird	baskets clean  bee bird 90
Baskets Clean 90 Bee Birds	baskets clean,90 bee birds	baskets clean  bee birds 90
Baskets Clean 90 Contrast	baskets clean,90 contrast	baskets clean  contrast 90
Baskets Clean 90 Stripe Bee Bird	baskets clean 90 stripe bee bird	baskets clean  stripe bee bird 90
Baskets Clean 90 Suede en daim	baskets clean,90 suede,en daim	baskets clean  suede 在小山羊皮里 90
Baskets Clean 90 Tape Bee Bird	baskets clean,90 tape bee bird	baskets clean  tape bee bird 90
Baskets Clean 90 Triple	baskets clean,90 triple	baskets clean  triple 90
Baskets Clean 90 Triple Animal	baskets clean,90 triple animal	baskets clean  triple animal 90
Baskets Clean 90 Triple Bee Bird	baskets clean,90 triple bee bird	baskets clean  triple bee bird 90
Baskets Clean 90 Triple Bee Birds	baskets clean,90 triple bee birds	baskets clean  triple bee birds 90
Baskets Clean 90 Vegan	baskets clean,90 vegan	baskets clean  vegan 90
Baskets Diamond Light en cuir d'agneau	baskets,diamond,light en cuir,d'agneau	篮子 钻石 皮灯 羊肉
Baskets Fly Bock	baskets,fly bock	篮子 Fly Bock
Baskets Francy Classic	baskets francy,classic	法兰西运动鞋 原创
Baskets Genesis	baskets genesis	*
Baskets Genesis Vintage	baskets genesis,vintage	* 古董酒
Baskets Genesis Vintage Runner	baskets genesis,vintage runner	* 复古跑步者
Baskets Hi Star Classic avec liste	baskets,hi star,classic avec liste	篮子 ♪运动夹克灰色♪ 带列表的经典
Baskets Laguna	baskets laguna	拉古纳运动鞋
Baskets Mid Star	baskets,mid star	篮子 爱荷华州女式衬衫
Baskets Mid Star Classic	baskets,mid star,classic	篮子 爱荷华州女式衬衫 原创
Baskets Modular Walk	baskets,modular walk	篮子 modular walk
Baskets My Wind	baskets,my,wind	篮子 我的 风
Baskets Neue York Low Top	baskets,neue york low,top	篮子 纽约克低气压 贾勒特洗过了。
Baskets Nuages	baskets nuages	baskets nuages
Baskets Odessa Canvas	baskets,odessa,canvas	篮子 特伦特·罗谢尔马球 canvas
Baskets Old School	baskets old,school	旧运动鞋 school
Baskets Old School Classic avec renfort au talon	baskets old,school classic,avec renfort,au talon	旧运动鞋 学校经典 有增援的人 au talon
Baskets Orbit	baskets orbit	轨道运动鞋
Baskets Platform	baskets platform	运动鞋平台
Baskets RWB Runner	baskets,rwb runner	篮子 RWB流道
Baskets Running Dad	baskets,running dad	篮子 奔跑的爸爸
Baskets Running Sole	baskets,running,sole	篮子 正在运行 鞋底
Baskets SIDNEY	baskets sidney	西德尼运动鞋
Baskets Sky-Star	baskets,sky,-,star	篮子 sky  star
Baskets Slide Classic	baskets,slide classic	篮子 幻灯片经典
Baskets Slide Double Quarter	baskets,slide double quarter	篮子 幻灯片双季度
Baskets Stardan	baskets stardan	斯塔丹运动鞋
Baskets Super-Star	baskets,super-star	篮子 超级巨星
Baskets Super-Star Classic avec liste	baskets,super-star,classic avec liste	篮子 超级巨星 带列表的经典
Baskets Super-Star Classic avec renfort au talon	baskets,super-star,classic avec renfort,au talon	篮子 超级巨星 六个按钮 au talon
Baskets Super-Star Double Quarter avec liste	baskets,super-star double quarter avec liste	篮子 超级巨星双季连榜
Baskets Super-Star Penstar Classic avec liste	baskets super-star penstar,classic avec liste	baskets superstar penstar 带列表的经典
Baskets Super-Star Skat Con Toppa Esterna	baskets,super-star,skat con toppa esterna	篮子 超级巨星 skat con toppa esterna
Baskets Super-Star Skate	baskets,super-star,skate	篮子 超级巨星 溜冰
Baskets VejaxMarni V10	baskets vejaxmarni,v10	Vejaxmarni运动鞋 彭布里鞋类 v10
Baskets Winter Nuage	baskets,winter nuage	篮子 winter nuage
Baskets basses	baskets basses	低跟运动鞋
Baskets basses B-Bold	baskets basses,b-bold	低跟运动鞋 波尔德。
Baskets basses B-Bold en cuir	baskets basses,b-bold en cuir	低跟运动鞋 字母组合
Baskets basses B-Bold en cuir et néoprène	baskets basses,b-bold en cuir,et néoprène	低跟运动鞋 字母组合 和氯丁橡胶
Baskets basses B-Bold en cuir et suède	baskets basses,b-bold en cuir,et suède	低跟运动鞋 字母组合 和瑞典
Baskets basses B-Bold en cuir, métal et suède	baskets basses,b-bold en cuir,, métal,et suède	低跟运动鞋 字母组合   métal 和瑞典
Baskets basses B-Bold en cuir, néoprène et suède	baskets basses,b-bold en cuir,, néoprène et suède	低跟运动鞋 字母组合   néoprène et suède
Baskets basses B-Bold en velours	baskets basses,b-bold en velours	低跟运动鞋 天鹅绒粗体
Baskets basses B-Bold à strap en cuir et maille et	baskets basses,b-bold,à strap,en cuir,et maille,et	低跟运动鞋 波尔德。 à strap 皮革的 和网状结构 和
